id,chars
https://grundbuecher.acdh.oeaw.ac.at/e00252_1453-12-19.html,1482
https://grundbuecher.acdh.oeaw.ac.at/e00253_1453-12-19.html,589
https://grundbuecher.acdh.oeaw.ac.at/e00254_1454-04-05.html,984
https://grundbuecher.acdh.oeaw.ac.at/e00255_1454-05-10.html,653
https://grundbuecher.acdh.oeaw.ac.at/e00256_1454-06-17.html,961
https://grundbuecher.acdh.oeaw.ac.at/e00257_1454-10-26.html,818
https://grundbuecher.acdh.oeaw.ac.at/e00258_1455-04-25.html,403
https://grundbuecher.acdh.oeaw.ac.at/e00259_1455-10-10.html,786
https://grundbuecher.acdh.oeaw.ac.at/e00260_1455-11-21.html,837
https://grundbuecher.acdh.oeaw.ac.at/e00261_1455-12-19.html,636
https://grundbuecher.acdh.oeaw.ac.at/e00262_1456-03-05.html,829
https://grundbuecher.acdh.oeaw.ac.at/e00263_1456-06-21.html,1249
https://grundbuecher.acdh.oeaw.ac.at/e00264_1456-09-17.html,701
https://grundbuecher.acdh.oeaw.ac.at/e00265_1456-10-08.html,638
https://grundbuecher.acdh.oeaw.ac.at/e00266_1457-09-26.html,1023
https://grundbuecher.acdh.oeaw.ac.at/e00267_1458-02-10.html,574
https://grundbuecher.acdh.oeaw.ac.at/e00268_1458-11-03.html,452
https://grundbuecher.acdh.oeaw.ac.at/e00269_1458-11-29.html,1068
https://grundbuecher.acdh.oeaw.ac.at/e00270_1459-03-09.html,1015
https://grundbuecher.acdh.oeaw.ac.at/e00271_1459-05-25.html,354
https://grundbuecher.acdh.oeaw.ac.at/e00271a_1459-08-13.html,2398
https://grundbuecher.acdh.oeaw.ac.at/e00272_1459-12-17.html,856
https://grundbuecher.acdh.oeaw.ac.at/e00273_1461-02-11.html,574
https://grundbuecher.acdh.oeaw.ac.at/e00274_1462-02-05.html,1039
https://grundbuecher.acdh.oeaw.ac.at/e00275_1463-05-21.html,637
https://grundbuecher.acdh.oeaw.ac.at/e00276_1463-07-19.html,508
https://grundbuecher.acdh.oeaw.ac.at/e00277_1464-03-07.html,1328
https://grundbuecher.acdh.oeaw.ac.at/e00278_1465-02-22.html,1059
https://grundbuecher.acdh.oeaw.ac.at/e00279_1467-12-21.html,811
https://grundbuecher.acdh.oeaw.ac.at/e00280_1468-06-01.html,842
https://grundbuecher.acdh.oeaw.ac.at/e00281_1468-09-26.html,627
https://grundbuecher.acdh.oeaw.ac.at/e00282_1469-07-10.html,1068
https://grundbuecher.acdh.oeaw.ac.at/e00283_1470-01-26.html,1615
